category,rank,name,country,points,movement,profile
Men's Singles,66,Rounak Chouhan,India,27260,,https://m.aiscore.com/badminton/player-rounak-chouhan/3kv9jcmjpjgfp7e
Men's Singles,67,Ditlev Jaeger Holm,Denmark,27101,,https://m.aiscore.com/badminton/player-ditlev-jaeger-holm/ndkz69c3gpzheq3
Men's Singles,68,Joakim Oldorff,Finland,26724,,https://m.aiscore.com/badminton/player-joakim-oldorff/9gklz8c1gedt17x
Men's Singles,69,Richie Duta Richardo,Indonesia,26331,,https://m.aiscore.com/badminton/player-richie-duta-richardo/9759nc3v4mgtnk2
Men's Singles,70,Cheam June Wei,Malaysia,26150,,https://m.aiscore.com/badminton/player-cheam-june-wei/g6763zc5pdxcp7r
Men's Singles,71,Hai Dang Nguyen,Vietnam,25820,,https://m.aiscore.com/badminton/player-hai-dang-nguyen/ndkz69c088vieq3
Men's Singles,72,Yoo Taebin,South Korea,25619,,https://m.aiscore.com/badminton/player-yoo-taebin/9gklz8ce1llc17x
Men's Singles,73,Saneeth Dayanand Shimoga,India,25410,,https://m.aiscore.com/badminton/player-saneeth-dayanand-shimoga/vrqwnzcjwo8tdqn
Men's Singles,74,Misha Zilberman,Israel,24997,,https://m.aiscore.com/badminton/player-misha-zilberman/jek33vc88epcdko
Men's Singles,75,Rithvik Sanjeevi Satish Kumar,India,24290,,https://m.aiscore.com/badminton/player-rithvik-sanjeevi-satish-kumar/oj7x9jcp3gesr7g
Men's Singles,76,Ping Hsien Huang,Chinese Taipei,24260,,https://m.aiscore.com/badminton/player-ping-hsien-huang/xvkjozc8x58fx79
Men's Singles,77,Mark Shelley Alcala,USA,23212,,https://m.aiscore.com/badminton/player-mark-shelley-alcala/vmqy98cvynya4k9
Men's Singles,78,Eogene Ewe,Malaysia,23175,,https://m.aiscore.com/badminton/player-eogene-ewe/63kv9jcl9gycp7e
Men's Singles,79,Shogo Ogawa,Japan,23060,,https://m.aiscore.com/badminton/player-shogo-ogawa/9gklz8czoyyb17x
Men's Singles,80,Bismo Raya Oktora,Indonesia,22730,,https://m.aiscore.com/badminton/player-bismo-raya-oktora/rqwnzco848lsdqn
Men's Singles,81,William Boegebjerg,Denmark,22109,,https://m.aiscore.com/badminton/player-william-boegebjerg/wv78x6cld9wcnkr
Men's Singles,82,Josh Nguyen,Canada,22067,,https://m.aiscore.com/badminton/player-josh-nguyen/o07dn3c4j8eh9kn
Men's Singles,83,Choi Ji Hoon,South Korea,22005,,https://m.aiscore.com/badminton/player-choi-ji-hoon/9gklz8c1n4yh17x
Men's Singles,84,Sholeh Ali Sadikin Aidil,Malaysia,21900,,https://m.aiscore.com/badminton/player-sholeh-ali-sadikin-aidil/l6keg3c86jvhg75
Men's Singles,85,Enogat Roy,France,21618,,https://m.aiscore.com/badminton/player-enogat-roy/edq09gcloypu4qx
Men's Singles,86,Sankar Muthusamy Subramanian,India,21520,,https://m.aiscore.com/badminton/player-sankar-muthusamy-subramanian/ezk96jcjg6duwkn
Men's Singles,87,Dumindu Abeywickrama,Sri Lanka,21200,,https://m.aiscore.com/badminton/player-dumindu-abeywickrama-/69759nc43odfnk2
Men's Singles,88,Ting Yen-Chen,Chinese Taipei,20949,,https://m.aiscore.com/badminton/player-ting-yen-chen/j374oxc2l16urqo
Men's Singles,89,Kevin Cordon,Guatemala,20874,,https://m.aiscore.com/badminton/player-kevin-cordon/527r3dc44v1f87e
Men's Singles,90,Viren Nettasinghe,Sri Lanka,20800,,https://m.aiscore.com/badminton/player-viren-nettasinghe/ezk96jc1yz6swkn
Men's Singles,91,Tushar Suveer,India,20620,,https://m.aiscore.com/badminton/player-tushar-suveer/dq09gcmx06nu4qx
Men's Singles,92,Viktor Axelsen,Denmark,20290,,https://m.aiscore.com/badminton/player-viktor-axelsen/527r3dc44m4b87e
Men's Singles,93,Dominik Kwinta,Poland,20170,,https://m.aiscore.com/badminton/player-dominik-kwinta/g6763zc9p1ntp7r
Men's Singles,94,Uriel Francisco Canjura Artiga,El Salvador,20116,,https://m.aiscore.com/badminton/player-uriel-francisco-canjura-artiga/9gklz8c1m0nf17x
Men's Singles,95,Donnians Oliveira,Brazil,19680,,https://m.aiscore.com/badminton/player-donnians-oliveira/jr7owrcoe49s3q0
Men's Singles,96,Dendi Triansyah,Indonesia,19680,,https://m.aiscore.com/badminton/player-dendi-triansyah/dkz69cz9wnnheq3
Men's Singles,97,Dmitriy Panarin,Kazakhstan,19614,,https://m.aiscore.com/badminton/player-dmitriy-panarin/vmqy98cywmmb4k9
Men's Singles,98,Manraj Singh,India,19580,,https://m.aiscore.com/badminton/player-manraj-singh/j374oxcp101hrqo
Men's Singles,99,Matthias Kicklitz,Germany,19548,,https://m.aiscore.com/badminton/player-matthias-kicklitz/edq09gc2g2xt4qx
Men's Singles,100,Christian Adinata,Indonesia,19260,,https://m.aiscore.com/badminton/player-christian-adinata/wv78x6cv806ankr
Men's Singles,101,Alap Mishra,India,19140,,https://m.aiscore.com/badminton/player-alap-mishra/o17pj3coepwa27j
Men's Singles,102,Park Sang Yong,South Korea,18964,,https://m.aiscore.com/badminton/player-park-sang-yong/34kgm3c3z9xi8ko
Men's Singles,103,Jing Hong Kok,Malaysia,18927,,https://m.aiscore.com/badminton/player-jing-hong-kok/jr7owrcy5e1u3q0
Men's Singles,104,Adriano Viale Aguirre,Peru,18533,,https://m.aiscore.com/badminton/player-adriano-viale-aguirre/wv78x6cyoyofnkr
Men's Singles,105,Fabio Caponio,Italy,18182,,https://m.aiscore.com/badminton/player-fabio-caponio/jr7owrcpd01b3q0
Men's Singles,106,Jakob Houe,Denmark,17560,,https://m.aiscore.com/badminton/player-jakob-houe/vrqwnzc0r6vidqn
Men's Singles,107,Ade Resky Dwicahyo,Azerbaijan,17417,,https://m.aiscore.com/badminton/player-ade-resky-dwicahyo/o17pj3covyou27j
Men's Singles,108,Garret Tan,USA,17399,,https://m.aiscore.com/badminton/player-garret-tan/m2q156cl22dim76
Men's Singles,109,Cho Geonyeop,South Korea,17340,,https://m.aiscore.com/badminton/player-cho-geonyeop/34kgm3c40m1c8ko
Men's Singles,110,Giovanni Toti,Italy,17216,,https://m.aiscore.com/badminton/player-giovanni-toti/oj7x9jcxz8par7g
Men's Singles,111,Lakshay Sharma,India,17060,,https://m.aiscore.com/badminton/player-lakshay-sharma/27r3dce0923b87e
Men's Singles,112,Kauffmann Victor Oerding,Denmark,16910,,https://m.aiscore.com/badminton/player-kauffmann-victor-oerding/wv78x6cvm5pankr
Men's Singles,113,Kim Byung Jae,South Korea,16900,,https://m.aiscore.com/badminton/player-kim-byung-jae/mqy98cj0yywu4k9
Men's Singles,114,Christopher Vittoriani,Italy,16360,,https://m.aiscore.com/badminton/player-christopher-vittoriani/j374oxc4z4warqo
Men's Singles,115,Riku Hatano,Japan,16360,,https://m.aiscore.com/badminton/player-riku-hatano/zrkn68c8xjlsnql
Men's Singles,116,Wu Zhe Ying,Chinese Taipei,16120,,https://m.aiscore.com/badminton/player-wu-zhe-ying/zk96jcnd3dxcwkn
Men's Singles,117,Chico Aura Dwi Wardoyo,Indonesia,16100,,https://m.aiscore.com/badminton/player-chico-aura-dwi-wardoyo/m2q156czzg0um76
